Timestamp,Q1,Q2,Q3,Q4,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q8.5,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Timestamp,Q1,Q2,Q3,Q4,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q8.5,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5
5.16.2023 10:50:27,1,Accounting,1,4,4,2,4,2,1,1,4,4,5,5,4,4,2,4,1,2,2,2,5,5,4,2,3,4,5,4,4,3,5.16.2023 10:50:27,Bachelor,Accounting,Female,蝔ten,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral
5.16.2023 10:55:30,1,Accounting,1,4,5,4,4,2,4,4,5,4,3,5,5,4,5,3,3,2,4,4,5,5,5,3,4,3,2,4,4,3,5.16.2023 10:55:30,Bachelor,Accounting,Female,蝔ten,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Neutral
5.16.2023 11:02:48,1,Accounting,1,2,2,4,5,1,2,4,4,5,3,4,5,3,4,4,2,4,4,4,4,4,4,3,3,4,2,3,3,1,5.16.2023 11:02:48,Bachelor,Accounting,Female,Rarely,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Disagree
5.16.2023 11:47:36,1,Accounting,1,3,3,3,2,4,1,1,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5.16.2023 11:47:36,Bachelor,Accounting,Female,Sometimes,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.16.2023 11:54:26,1,Finance,1,3,2,4,3,3,4,4,3,2,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,2,3,5.16.2023 11:54:26,Bachelor,Finance,Female,Sometimes,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral
5.16.2023 11:55:21,1,Finance,1,3,2,3,4,2,3,4,4,4,4,5,3,2,3,5,2,2,2,4,3,4,4,4,4,4,4,4,4,4,5.16.2023 11:55:21,Bachelor,Finance,Female,Sometimes,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.16.2023 11:57:08,1,Finance,1,4,4,3,4,2,5,5,4,4,5,5,4,5,5,5,2,1,1,1,5,4,4,3,4,3,4,3,2,2,5.16.2023 11:57:08,Bachelor,Finance,Female,蝔ten,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Disagree
5.16.2023 12:01:02,1,Finance,1,5,2,3,4,2,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,4,3,3,5,4,5.16.2023 12:01:02,Bachelor,Finance,Female,Very often,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree
5.16.2023 12:02:24,1,Finance,1,2,4,4,3,2,4,3,4,4,4,4,5,4,5,5,2,2,2,3,5,5,4,2,2,4,4,3,3,2,5.16.2023 12:02:24,Bachelor,Finance,Female,Rarely,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree
5.16.2023 12:03:56,1,Finance,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,5.16.2023 12:03:56,Bachelor,Finance,Female,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree
5.16.2023 12:04:27,1,Finance,1,2,4,4,4,3,4,3,2,4,4,5,5,4,4,4,2,2,3,4,4,3,3,3,4,4,4,3,3,3,5.16.2023 12:04:27,Bachelor,Finance,Female,Rarely,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral
5.16.2023 12:07:58,1,Finance,1,5,4,3,3,1,3,5,5,5,5,5,5,5,5,5,3,4,4,2,5,5,5,1,3,5,5,5,5,1,5.16.2023 12:07:58,Bachelor,Finance,Female,Very often,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
5.16.2023 12:08:12,1,Finance,1,2,3,4,4,3,4,4,3,2,2,3,4,3,3,4,3,5,4,2,3,2,2,2,2,3,2,2,2,2,5.16.2023 12:08:12,Bachelor,Finance,Female,Rarely,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree
5.16.2023 12:13:50,1,Finance,1,4,3,2,1,2,4,4,4,5,4,5,2,4,4,4,4,3,2,4,2,3,5,3,2,2,4,3,4,4,5.16.2023 12:13:50,Bachelor,Finance,Female,蝔ten,Neutral,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree
5.16.2023 12:14:35,1,Finance,2,4,3,4,2,3,4,4,4,4,4,5,4,4,5,4,3,2,2,2,5,5,4,5,3,4,4,3,4,3,5.16.2023 12:14:35,Bachelor,Finance,Male,蝔ten,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral
5.16.2023 12:15:29,1,Finance,1,3,5,4,3,1,4,5,5,2,5,5,4,3,5,4,3,2,3,5,4,5,5,3,3,2,1,3,4,5,5.16.2023 12:15:29,Bachelor,Finance,Female,Sometimes,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree
5.16.2023 12:15:54,1,Finance,1,3,3,1,2,3,3,4,4,4,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,5,2,3,3,1,5.16.2023 12:15:54,Bachelor,Finance,Female,Sometimes,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Disagree
5.16.2023 12:17:31,1,Finance,2,3,3,4,4,3,2,4,4,4,4,5,4,4,4,4,2,3,2,4,4,4,4,4,3,4,3,3,4,3,5.16.2023 12:17:31,Bachelor,Finance,Male,Sometimes,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral
5.16.2023 12:21:48,1,Finance,2,3,2,5,4,1,3,4,4,3,4,5,4,4,4,4,3,4,5,2,4,4,4,3,3,3,4,3,1,2,5.16.2023 12:21:48,Bachelor,Finance,Male,Sometimes,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Disagree
5.16.2023 12:23:31,1,Finance,1,2,3,5,3,1,4,3,4,3,4,5,4,4,4,4,3,4,3,2,4,4,3,1,1,3,3,3,4,3,5.16.2023 12:23:31,Bachelor,Finance,Female,Rarely,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Neutral
5.16.2023 12:24:32,1,Finance,1,3,2,3,3,1,1,3,5,5,5,5,5,5,5,5,5,5,3,1,5,4,5,5,5,5,5,5,5,5,5.16.2023 12:24:32,Bachelor,Finance,Female,Sometimes,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
5.16.2023 12:28:28,1,Finance,1,3,3,4,3,1,2,3,5,5,5,5,5,4,5,5,3,2,3,3,5,5,5,2,3,5,4,3,4,3,5.16.2023 12:28:28,Bachelor,Finance,Female,Sometimes,Neutral,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral
5.16.2023 12:30:33,1,Finance,1,3,3,2,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5.16.2023 12:30:33,Bachelor,Finance,Female,Sometimes,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral
5.16.2023 12:42:04,1,Finance,1,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,5.16.2023 12:42:04,Bachelor,Finance,Female,蝔ten,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.16.2023 14:17:47,1,Marketing,1,3,4,3,2,3,4,2,4,4,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,4,3,2,4,5.16.2023 14:17:47,Bachelor,Marketing,Female,Sometimes,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree
5.16.2023 15:00:12,1,International Economic Relations,2,4,5,5,5,1,4,1,3,5,4,4,5,4,5,5,3,4,5,4,5,5,5,3,3,2,2,2,4,3,5.16.2023 15:00:12,Bachelor,International Economic Relations,Male,蝔ten,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral
5.16.2023 17:46:52,1,Marketing,1,3,5,4,3,1,4,1,5,3,2,5,4,3,4,5,3,5,4,1,5,5,5,5,5,2,4,3,2,2,5.16.2023 17:46:52,Bachelor,Marketing,Female,Sometimes,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Disagree,Disagree
5.17.2023 13:48:07,1,Business Management,1,2,3,4,4,4,5,5,4,2,4,4,3,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,3,3,5.17.2023 13:48:07,Bachelor,Business Management,Female,Rarely,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral
5.17.2023 13:49:20,1,Management in Tourism,1,1,3,3,2,3,3,3,4,3,3,5,4,4,4,4,3,3,4,3,4,4,4,4,4,3,3,3,3,3,5.17.2023 13:49:20,Bachelor,Management in Tourism,Female,Never,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral
5.17.2023 13:50:24,1,Public Administration,1,3,2,2,2,2,4,3,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5.17.2023 13:50:24,Bachelor,Public Administration,Female,Sometimes,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.17.2023 13:50:35,1,Management in Tourism,1,1,3,3,3,2,3,4,4,4,3,4,4,4,4,4,3,1,2,2,3,4,3,4,4,4,4,3,3,3,5.17.2023 13:50:35,Bachelor,Management in Tourism,Female,Never,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral
5.17.2023 13:51:09,1,Management in Tourism,1,4,2,4,3,3,3,4,4,4,4,5,4,4,5,4,3,4,5,5,5,5,5,3,4,3,3,3,3,3,5.17.2023 13:51:09,Bachelor,Management in Tourism,Female,蝔ten,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral
5.17.2023 13:51:46,1,Business Management,1,2,3,3,2,2,2,5,5,5,5,5,5,4,5,4,2,3,4,4,4,4,4,4,4,4,4,3,4,3,5.17.2023 13:51:46,Bachelor,Business Management,Female,Rarely,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral
5.17.2023 13:52:41,1,Business Management,1,1,4,4,4,3,3,3,3,3,3,4,3,3,4,3,4,4,2,4,4,4,4,3,4,3,3,3,3,3,5.17.2023 13:52:41,Bachelor,Business Management,Female,Never,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral
5.17.2023 13:53:34,1,Management in Tourism,1,1,4,4,3,3,3,3,2,2,2,4,2,3,3,3,3,4,2,2,3,3,3,3,3,3,3,3,3,3,5.17.2023 13:53:34,Bachelor,Management in Tourism,Female,Never,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
5.17.2023 13:56:34,1,Management in Tourism,1,1,4,3,3,3,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,3,4,5.17.2023 13:56:34,Bachelor,Management in Tourism,Female,Never,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree
5.17.2023 14:15:28,1,Management in Tourism,1,3,4,5,4,3,4,5,4,4,5,5,4,4,5,4,4,4,5,4,4,4,4,3,3,3,4,3,3,3,5.17.2023 14:15:28,Bachelor,Management in Tourism,Female,Sometimes,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral
5.17.2023 15:19:38,1,"Geography, Technologies and Entrepreneurship",1,1,3,3,3,2,4,4,4,2,4,4,4,4,5,3,5,5,5,4,2,4,4,4,2,3,4,3,1,2,5.17.2023 15:19:38,Bachelor,"Geography, Technologies and Entrepreneurship",Female,Never,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Disagree
5.17.2023 18:14:28,1,International Economic Relations,1,3,3,2,3,2,1,1,4,3,5,4,4,4,4,3,5,5,5,5,3,3,4,3,4,2,2,3,4,5,5.17.2023 18:14:28,Bachelor,International Economic Relations,Female,Sometimes,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree
5.18.2023 9:28:40,1,Business Management,1,1,3,2,3,4,4,5,4,4,3,5,4,5,5,4,5,5,5,4,4,4,3,3,3,3,3,3,4,4,5.18.2023 9:28:40,Bachelor,Business Management,Female,Never,Neutral,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree
5.18.2023 9:31:03,1,Business Management,1,3,3,4,4,3,4,4,5,3,2,5,2,3,4,4,5,2,2,5,4,4,4,4,4,4,4,4,4,4,5.18.2023 9:31:03,Bachelor,Business Management,Female,Sometimes,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.18.2023 13:36:05,1,Economics and Business,1,2,2,2,2,2,2,2,5,4,4,5,4,4,4,4,4,2,4,1,1,5,5,3,3,5,4,4,4,4,5.18.2023 13:36:05,Bachelor,Economics and Business,Female,Rarely,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Agree
5.18.2023 13:37:26,1,Economics and Business,1,3,3,2,3,1,3,2,3,4,3,5,4,4,5,4,4,5,5,2,3,3,4,3,3,4,4,3,3,3,5.18.2023 13:37:26,Bachelor,Economics and Business,Female,Sometimes,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral
