Timestamp,Q1,Q2,Q3,Q4,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q8.5,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Timestamp,Q1,Q2,Q3,Q4,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q8.5,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5
5.18.2023 13:37:49,1,Economics and Business,1,4,4,2,3,1,3,5,4,1,3,5,3,3,5,4,5,3,5,5,1,4,4,3,3,3,3,3,3,3,5.18.2023 13:37:49,Bachelor,Economics and Business,Female,蝔ten,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
5.18.2023 13:38:32,1,Economics and Business,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5.18.2023 13:38:32,Bachelor,Economics and Business,Male,Sometimes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
5.18.2023 13:38:53,1,Economics and Business,2,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2,4,4,4,3,3,4,4,4,4,4,5.18.2023 13:38:53,Bachelor,Economics and Business,Male,蝔ten,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree
5.18.2023 13:41:05,1,Economics and Business,1,3,1,2,2,2,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,5.18.2023 13:41:05,Bachelor,Economics and Business,Female,Sometimes,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral
5.18.2023 13:41:25,1,Economics and Business,1,4,4,1,1,1,2,1,5,4,3,5,5,4,5,5,3,4,5,1,5,1,5,3,3,4,5,3,1,3,5.18.2023 13:41:25,Bachelor,Economics and Business,Female,蝔ten,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral
5.18.2023 13:43:32,1,Economics and Business,2,2,3,3,2,1,4,2,4,2,3,5,1,5,3,5,4,2,4,5,1,3,1,1,3,4,4,3,4,1,5.18.2023 13:43:32,Bachelor,Economics and Business,Male,Rarely,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral,Agree,Strongly Disagree
5.18.2023 13:49:43,1,Economics and Business,1,2,4,2,4,4,3,4,4,3,4,5,4,5,5,5,4,5,4,5,4,4,4,4,3,3,4,4,3,2,5.18.2023 13:49:43,Bachelor,Economics and Business,Female,Rarely,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree
5.18.2023 13:56:24,1,Economics and Business,1,2,4,2,3,1,3,4,5,5,3,5,5,5,5,3,3,3,4,5,3,4,4,3,2,4,3,3,2,1,5.18.2023 13:56:24,Bachelor,Economics and Business,Female,Rarely,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Disagree
5.18.2023 14:37:28,1,Economics and Business,1,2,2,3,4,2,3,5,4,4,3,4,3,4,4,4,3,4,3,2,4,4,4,4,3,3,4,3,4,2,5.18.2023 14:37:28,Bachelor,Economics and Business,Female,Rarely,Disagree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree
5.18.2023 16:10:57,1,Мениджмънт на туристическия бизнес,1,1,4,3,4,3,4,4,4,2,2,4,4,2,4,2,4,4,4,4,2,2,4,4,4,2,2,2,2,2,5.18.2023 16:10:57,Bachelor,体龛滏禚眚 磬 蝮痂耱梓羼觇� 徼珥羼,Female,Never,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
5.19.2023 17:09:07,1,Business Management,1,2,3,3,2,1,3,1,4,5,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5.19.2023 17:09:07,Bachelor,Business Management,Female,Rarely,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.19.2023 18:11:41,1,Marketing,1,1,1,4,2,2,4,4,4,4,4,4,3,4,4,4,5,4,4,5,5,5,5,5,5,4,5,3,4,5,5.19.2023 18:11:41,Bachelor,Marketing,Female,Never,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree
5.19.2023 22:30:07,1,Marketing,1,2,3,3,3,4,2,2,3,4,3,3,2,4,4,3,3,3,3,3,4,4,2,3,4,3,4,2,2,4,5.19.2023 22:30:07,Bachelor,Marketing,Female,Rarely,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree
5.19.2023 22:44:50,1,Economics and Business,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5.19.2023 22:44:50,Bachelor,Economics and Business,Female,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.19.2023 22:47:22,1,Economics and Business,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5.19.2023 22:47:22,Bachelor,Economics and Business,Female,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.21.2023 0:05:28,1,Accounting,1,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,2,3,3,3,3,3,3,3,5.21.2023 0:05:28,Bachelor,Accounting,Female,Sometimes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
5.21.2023 8:19:31,1,Accounting,1,3,1,1,1,4,1,2,2,1,1,2,1,2,1,4,1,2,5,4,4,5,5,5,4,3,2,4,3,4,5.21.2023 8:19:31,Bachelor,Accounting,Female,Sometimes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree
5.21.2023 9:57:56,1,Accounting,1,3,3,4,4,4,4,4,5,4,3,4,4,4,5,5,4,5,5,4,4,4,4,3,3,3,4,3,3,3,5.21.2023 9:57:56,Bachelor,Accounting,Female,Sometimes,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral
5.21.2023 16:21:58,1,International Economic Relations,2,2,3,2,3,4,3,4,5,4,3,3,4,3,4,3,3,3,2,3,4,3,2,3,3,1,2,2,3,4,5.21.2023 16:21:58,Bachelor,International Economic Relations,Male,Rarely,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Agree
5.21.2023 16:37:21,1,International Economic Relations,1,3,3,4,3,1,3,3,5,4,5,5,5,4,5,5,1,1,1,1,5,5,5,5,5,4,5,4,4,3,5.21.2023 16:37:21,Bachelor,International Economic Relations,Female,Sometimes,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral
5.21.2023 19:01:12,1,Accounting,1,4,4,5,4,2,5,4,5,5,4,5,5,5,5,3,3,2,2,4,4,5,5,3,4,4,2,3,4,3,5.21.2023 19:01:12,Bachelor,Accounting,Female,蝔ten,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral
5.21.2023 19:22:13,1,Finance,1,2,4,4,4,4,4,5,3,2,3,4,4,4,4,3,3,3,4,1,4,4,4,3,3,4,4,3,2,2,5.21.2023 19:22:13,Bachelor,Finance,Female,Rarely,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Disagree
5.21.2023 23:07:20,1,Marketing,2,4,3,4,4,2,3,2,2,4,3,4,3,5,5,4,4,2,2,4,4,4,4,2,2,4,2,2,3,2,5.21.2023 23:07:20,Bachelor,Marketing,Male,蝔ten,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Disagree
5.22.2023 11:39:22,1,Public Administration,1,2,4,5,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,5,3,4,4,3,3,3,3,3,4,3,5.22.2023 11:39:22,Bachelor,Public Administration,Female,Rarely,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral
5.22.2023 11:55:44,1,Marketing,1,3,3,4,4,4,4,4,4,5,5,5,4,4,4,4,2,1,1,1,4,4,4,4,3,3,4,3,4,3,5.22.2023 11:55:44,Bachelor,Marketing,Female,Sometimes,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral
5.22.2023 18:13:33,1,Economics and Business,2,3,2,4,4,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5.22.2023 18:13:33,Bachelor,Economics and Business,Male,Sometimes,Disagree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.22.2023 22:31:13,1,Public Administration,2,3,2,2,2,3,3,4,3,4,3,5,4,4,5,4,2,3,1,2,4,4,4,3,3,4,3,3,3,2,5.22.2023 22:31:13,Bachelor,Public Administration,Male,Sometimes,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree
5.23.2023 9:01:15,1,Marketing,1,2,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,2,3,5.23.2023 9:01:15,Bachelor,Marketing,Female,Rarely,Neutral,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral
5.23.2023 9:44:53,1,Marketing,1,3,2,3,3,2,2,4,4,4,3,4,3,4,4,4,4,3,2,3,4,4,4,2,2,3,4,3,2,2,5.23.2023 9:44:53,Bachelor,Marketing,Female,Sometimes,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree
5.23.2023 10:08:24,1,Marketing,1,3,3,4,3,3,3,3,5,3,4,4,5,2,5,5,5,5,5,5,4,4,4,1,4,4,4,3,3,2,5.23.2023 10:08:24,Bachelor,Marketing,Female,Sometimes,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree
5.24.2023 23:58:12,1,Marketing,1,5,3,3,2,2,2,4,4,3,3,5,5,3,3,2,4,4,4,4,4,3,3,4,3,5,5,4,3,1,5.24.2023 23:58:12,Bachelor,Marketing,Female,Very often,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree
5.25.2023 0:10:46,1,International Economic Relations,1,4,1,1,2,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5.25.2023 0:10:46,Bachelor,International Economic Relations,Female,蝔ten,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
5.25.2023 0:47:18,1,Marketing,1,4,4,4,1,1,2,2,5,5,5,5,3,3,5,5,5,2,2,1,5,5,5,4,5,2,5,3,4,1,5.25.2023 0:47:18,Bachelor,Marketing,Female,蝔ten,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree
5.26.2023 0:09:45,1,Finance,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,4,4,5,4,5,5.26.2023 0:09:45,Bachelor,Finance,Female,Sometimes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
5.26.2023 10:39:24,1,International Economic Relations,1,2,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,4,2,3,3,3,3,3,4,4,4,3,5.26.2023 10:39:24,Bachelor,International Economic Relations,Female,Rarely,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral
5.26.2023 13:18:12,1,International Economic Relations,1,3,4,3,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,5.26.2023 13:18:12,Bachelor,International Economic Relations,Female,Sometimes,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree
5.26.2023 15:44:55,1,International Economic Relations,1,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,2,3,3,4,4,4,4,2,3,3,4,3,4,4,5.26.2023 15:44:55,Bachelor,International Economic Relations,Female,蝔ten,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree
5.26.2023 21:43:23,1,Finance,1,1,3,3,2,2,3,2,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,5.26.2023 21:43:23,Bachelor,Finance,Female,Never,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
5.27.2023 10:28:36,1,Marketing,1,5,4,4,3,3,3,3,5,5,5,5,4,5,5,5,2,2,2,2,5,5,5,4,4,2,4,3,4,4,5.27.2023 10:28:36,Bachelor,Marketing,Female,Very often,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree
5.28.2023 0:51:54,1,Public Administration,2,4,4,4,4,4,3,3,4,3,4,5,4,3,5,5,2,5,3,5,5,4,4,4,4,2,3,3,3,3,5.28.2023 0:51:54,Bachelor,Public Administration,Male,蝔ten,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral
5.31.2023 17:42:52,1,Finance,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5.31.2023 17:42:52,Bachelor,Finance,Female,Rarely,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
5.14.2023 21:22:19,2,International Economic Relations,1,4,4,4,5,5,4,3,4,5,3,4,5,5,5,2,3,2,4,5,4,5,5,4,5,4,5,5,4,4,5.14.2023 21:22:19,Master,International Economic Relations,Female,蝔ten,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
5.15.2023 19:17:51,2,Economics,2,2,2,4,4,3,2,1,5,5,5,5,5,5,5,5,1,1,1,4,3,4,4,4,3,4,3,3,4,3,5.15.2023 19:17:51,Master,Economics,Male,Rarely,Disagree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral
5.17.2023 8:14:37,2,Accounting and Analysis,1,4,3,4,4,3,4,4,5,5,4,5,4,4,5,3,3,2,2,3,4,4,4,4,3,3,3,3,3,3,5.17.2023 8:14:37,Master,Accounting and Analysis,Female,蝔ten,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral